participantID,responseID,prompt,slang,meaning,exampleUsage,whenWhereUsed,additionalNotes
A0634,R_DuRSLosaBZNYZ6V,Stupid,dumbass,,he couldn't remember his own phone number! what a dumbass,overheard people in the street,mostly used by teenage boys or young men
A0635,R_2QKSXKX9mCV71HN,Stupid,Galah,,He is a galah if he thinks I believe his lies.,Recently with regard to an habitual exaggerater.,
A0637,R_3ewRyZPUwMEe75U,Stupid,Drongo,,That bloke's a drongo,Only in film and television,
A0638,R_29vr21MoZjpboiF,Stupid,drongo,,I work with a lot of drongos,,
A0639,R_23ZUNIDhGNYfDCC,Stupid,Not the sharpest tool in the shed,,He's not the sharpest tool in the shed,Constantly,
A0640,R_2S0kzGO5Vpo8sSl,Stupid,drongo,,"""Queenstown is full of drongos mate""",West Coast of Tasmania 1966,no
A0641,R_1ln9nHTU1RveiDz,Stupid,"Cretin, cretinous, prize cretin",,Joe Bloe is a prize cretin.,Geelong and Melbourne 1960s and 70s more often by males about another male,
A0642,R_31zPRlmYRQ6Aa5I,Stupid,Muppet,,That guy is a muppet!,Friends and family,Fun and explanatory
A0643,R_1jTeRqdGNKNUDCz,Stupid,Drongo,,Fred's a real drongo,"Everywhere, but less as time goes on",
A0644,R_bpATbVMVjXUJjpv,Stupid,drongo,,That guy is a real drongo,With friends,Dipstick and dipshit are also used
A0645,R_1r7bp2ydyFjMIGd,Stupid,drongo,,person is an absolute drongo,everyday conversation,not so common now
A0646,R_24CyV5e83ZHtm4w,Stupid,Drongo,,Don't be a drongo,When someone is sprouting something stupid :),
A0647,R_10JI2K0RTRoyLg7,Stupid,A few tinnies short of a slab,,Don't bother asking him he'd a few tinnies etc.,"On TV, occasionally in social settings, probably in last 20yrs or so",
A0649,R_UFlFPgth5MiMDXH,Stupid,dill,,he's a dill,my mum use to say it,
A0650,R_OwHwzkPyBHuIAiB,Stupid,Dickhead,,"Listen to that answer, That health minister sure is a dickhead",Common usage. Often used as commentary when listening to politicians,
A0651,R_2w5C5SXKaN0EfLL,Stupid,(not the sharpest knife in the drawer,,When describing a person who isn't too bright,Many times in conversation,We oldies use to describe such a person who (thru no fault of HIS own) is rather dumb)
A0652,R_3CZNfIFPr1gD8lh,Stupid,Drongo,,Some absolute drongo has stolen my wheelie bin,By older relatives,
A0653,R_3DhU78rsvv2ojMb,Stupid,Few roos short in the top paddock,,"""Why'd he do that?"" ""You know he's a few roos short in the top paddock""",My fiance uses it a lot.,
A0654,R_23d7PWrE4EkQwie,Stupid,Drongo,,,,
A0655,R_8JrgmnLOZGtZXj3,Stupid,galah,,"he is nothing but a idiot, a real galah",all my life. therefore everywhere,
A0656,R_20TK0r9dKQT5ptd,Stupid,Drongo,,What a complet drongo.,Ubiquitous,
A0657,R_rlhDW3chGXbfcml,Stupid,"dumb, bimbo",,,,
A0658,R_1C9fEndG5RZxrUl,Stupid,drongo,,what a drongo,With friends last century,not recently heard - not politically correct these days
A0659,R_3r0rA9UlDVkZA3q,Stupid,a sausage short of a barbie; not the sharpest tool in the shed,,,,
A0660,R_9umjri2SS4Rt1sZ,Stupid,Drongo,,The new man on the job is a real drongo,Not recently,I like it 😂
A0661,R_1pERxjsLWaX8YPo,Stupid,A dill; drongo; not the full quid,,He's a bit of a dill,,
A0662,R_ZsIQdwqj9qf7Brr,Stupid,dick-head,,why did you do that you f#@king dick-heas!,when someone stuffs up major time,its the angry version of drongo
A0663,R_2aQQnIlkddzfq5f,Stupid,Dickhead,,"You dickhead, what did you do that for?",Everyday usage,
A0664,R_2QYUmAKiRIhwVbb,Stupid,dickhead,,no,ever since I can remember,no
A0665,R_XhvX9iKWAJWeJG1,Stupid,apart from dickhead  a drongo,,trump is a dickhead and a drongo,this morning,
A0666,R_b2UOs0IMcgLHMJP,Stupid,Thick-as-a-brick,,"Him, don't take any him, he's thick as a brick",Mostly among people my own age,"Similar to ""Sh** for brains"""
A0667,R_1f8WvHe2nBSscS9,Stupid,Drongo,,He/she is a drongo.,"It's been around for years, my parents, both country people, but very well educated, used it.",No.
A0668,R_W2m6Ys6fCnI81Al,Stupid,He's got a roo loose in the top paddock,,Barnaby's got a roo loose in the top paddock,,
A0669,R_qInKHWKKwo7m1YB,Stupid,Dingbat,,"Jeez mate, you're a dingbat","Regular, general use in my cohort",
A0670,R_1rxAlF2UQY6fsEH,Stupid,Drongo,,What a drongo,From 1950s nSW qld,
A0671,R_2qw9Frl8Ntmvmco,Stupid,drongo,,our prime minister is a real drongo,not much lately,possibly holding its own
A0672,R_2Qm1AniHDaTQkJ8,Stupid,Unit.,,,,
A0673,R_3KuvRIsGAwTVbn3,Stupid,Drongo,,,,
A0674,R_OHAQCArNTOYe0O5,Stupid,Dropkick,,What a dropkick (to describe a person who has behaved stupidly and let others down),"At home, among friends",From afl
A0675,R_3j6sIC7F3z957aJ,Stupid,Galah,,What a Galah!,,
A0676,R_1prPdn9vYAnHJVW,Stupid,Drop kick,,In conversation,"I use it a fair bit, but others also recently (Perth WA)",It's a football reference.
A0677,R_3oSivHmyLMJ4wfW,Stupid,Moron,,Dumb Moron.,Many places.,Commonly used.
A0678,R_2S78dkF1We8sRAd,Stupid,moron,,you're a moron,everyday conversation,no
A0679,R_SUYWdBsXHsDRrXP,Stupid,Dumb as Dogshit,,He is dumb as dogshit,Pubs,
A0680,R_2tySviJnJ4hzNLj,Stupid,Dipstick,,What a farkin dipstick!,Widely and frequently,
A0682,R_3Dpu37X8wAMh4Wr,Stupid,Drongo,,,Mainly by the older generations,
A0683,R_6QkhKKaP71kqsXD,Stupid,Drongo,,He is a real drongo,All my life describing people who are stupid or disagreeable- often in reference to lnp politicians.,
A0684,R_1g88tYBxPppU3FI,Stupid,Dill,,Scott Morrison is a dill,All my life in all situations,I'm not sure if their is a collective noun for dill. Maybe a liberal of dills.
A0685,R_1hAOjIjduapJjd6,Stupid,Dozey bastard,,You dozey bastard,Conversation not recently,No
A0686,R_2DLUfPadTck86BL,Stupid,"Drongo (the obvious one), tail light (too dim to be a headlight!)",,,,
A0688,R_CdeQ7tNGonOTcfn,Stupid,Drongo,,Joe Blow is a bloody drongo.,,Again I think not used as much now.
A0689,R_2s6eCKvxNxeLJgD,Stupid,"Galoot, galah",,You great galoot! You stupid galah!,"More often when I was a child, especially by my father talking to us kids.",
A0690,R_3ELkXeWtY2ugpDs,Stupid,drongo,,he is a real drongo,often in conversations about politics eg referring to national party members,
A0691,R_ZICSwCRrcFtTqHD,Stupid,Fuckwit,,"""He is such a fuckwit""","Common usage, hear frequently",Not sure if this counts as an ableist slur
A0692,R_2Scc5YRrvCP8OLO,Stupid,Drongo,,"He's hopeless at chatting up girls, bit of a drongo really.","First heard used by Australians in Papua New Guinea, 1974",Hear it currently in Melbourne
A0693,R_1mragJUfYiQRdkG,Stupid,Drongo,,He's a drongo,,
A0694,R_0p20oCj2f0NfxHH,Stupid,Drongo,,"He fell off the horse, the drongo","At home, growing up",Haven't heard it used in the last 15 years or so
A0695,R_29mJ6XC02KARE9O,Stupid,nong,,,,
A0696,R_2sb6G3jyn9g1Adz,Stupid,drongo,,He's a complete drongo,In the TAB,It is generally affectionate usage for one of your mates who is not the full quid
A0697,R_DNLOCVaiFGB7Ye5,Stupid,drongo,,you stupid drongo,,
A0698,R_r9ABmbAyr5dG6jv,Stupid,drongo,,He was an absolute drongo.,I don't hear it very much these days but was in common usage when I was younger.,
A0699,R_3QE2LPbR9uRHX48,Stupid,Screen doors on a submarine,,He is about as bright as Screen doors on a submarine!,,Like tits on a side of bacon. Not the full quid. A sandwich short of a cut lunch.
A0700,R_3fcRl1nYyZuR1tS,Stupid,Drongo,,The Prime Minister is a drongo,Haven't heard it in years,
A0701,R_vCtAlaHT3keiJfb,Stupid,Dropkick,,Stupid bloody dropkick left their rubbish here!,Complaining about behaviour,
A0702,R_2c2cqVjbYgsyWv0,Stupid,Boofhead,,,,
A0703,R_2dBjbY66yHmY11j,Stupid,Drongo,,"Can't believe you actually did that, you're such a drongo",About politicians,Comes from a 1920s racehorse that lost every single race it ever entered
A0704,R_1dhltZ6dOuvS60a,Stupid,drongo,,,,
A0705,R_1OiVoMzuMr4AGH2,Stupid,Drongo or dimwit,,,,Usually more a swear word...fuckwit
A0706,R_3lyLugi6yTCJT8d,Stupid,Boofhead,,ScoMo is such a lame boofhead,Everywhere,No
A0708,R_26nmtfZsXDlGBtg,Stupid,drongo,,You drongo,conversation,
A0710,R_D2bFpsYAczqIqxH,Stupid,fruitbat,,My sister is a fruitbat,"Probably on the TV, in the last year",It should be used more often
A0711,R_2P6exrffgQ1hQMC,Stupid,Dumb as a box of hammers,,He is not smart. He's dumb as a box of hammers,,Great mental picture
A0712,R_1ihwBuF4eBwqhEX,Stupid,drongo,,You've done it the wrong way you bloody drongo,In my youth; not heard it for many years,
A0713,R_3O6tJ8G3AQAgt8Y,Stupid,Two cents in the dollar,,He's a nice bloke but fair dinkum he's only about twocents in the dollar,Many times over the years by family and freinds,The expression can change when someone is nly half stupid eg he's 20 cents short of a quid
A0714,R_3Dc0opnP8o9VOdG,Stupid,drongo,,,,
A0715,R_bHEHXfmFFnCqsPT,Stupid,A few bob short of a quid,,"What a moronic idea, he is two bob short of a quid",Again some time ago...it seems to have died out with decimal currency,"There are similar expressions, such as 'a sandwich short of a picnic'."
A0716,R_1M5rzlRk2xxD2bA,Stupid,Drongo,,That Jim is a bloody drongo,"Mostly with older people, I don't think a lot of younger people know this word even exists",
A0717,R_1LBDa2OxsNzAH36,Stupid,stupid or wilfully ignorant? There are lots of ways to say it... not all polite,,"dumber or more useless than:... a hat full of arseholes, ...tits on a bull, (So stupid he/she) couldn't organise a kick in a stampede",too often...,
A0718,R_2aIBMSrXxWeMLtx,Stupid,drongo,,The new bloke's a bit of a drongo,not heard as often anymore,
A0719,R_1EYBq376HucNnlO,Stupid,dill,,he / she / they is a...,lifetime everywhere,not particularly pejorative and can be applied to self
A0720,R_1lohENOYo0t4vTk,Stupid,Drongo,,What a drongo,When someone does does something stupid.,
A0721,R_3Ld0pBaxufVZ7pA,Stupid,drongo,,Bit of a drongo!,"within the last few months, but I can't remember the context",
A0722,R_1irOH2oAPu7L4zF,Stupid,"Nitwit, no hoper, dill  Off his rocker",,,,
A0723,R_TcIugGHtlqWAtsR,Stupid,a few sandwiches short of a picnic,,that bloke is a few sandwiches short of a picnic,quite often in the work place or in general conversation,
A0724,R_2WOJKeQmmnR8N65,Stupid,Wombat,,'Get your foot off the brake you bloody/stupid wombat',General conversation,
A0725,R_2wcRysPjuQYXYco,Stupid,Mad as a cut Snake,,someone driving a car in a dangerious manner,Often While driving,
A0726,R_qQR9gCBEtJEYAvv,Stupid,Galah,,Don't be a galah,Growing up my dad used it sometimes. Haven't heard it for a long time though.,
A0727,R_1IrQpacYWwPXSyO,Stupid,Thick as a brick,,"Struth mate, that new bloke is as thick as a brick just doesn't grasp the instructions",I grew up with Australian slang and it forms part of my vocabulary today. My adult children understand its usage,"Truly, I believe Australian slang is self explanatory to those of advanced years. Newcomers and the younger generation would have trouble understanding the connotations"
A0728,R_3EkLnYlM9SpN6Ex,Stupid,Nuff nuff,,"That person is a real nuff nuff, they don't know that answer",We say it when watch quiz shows,
A0729,R_UA6J6arTIltMIr7,Stupid,idiot,,he's an idiot,fairly common when you're talking about someone.,it's potentially abusive
A0730,R_diHctkk2kSriQGl,Stupid,Not the sharpest knife in the drawer,,"He's a real loser, dumb as dog shit, not the sharpest knife in the drawer",Usually in the workplace,Many variations - e.g. not the sharpest tool in the shed
A0731,R_2zVhuyBC4QTwZJP,Stupid,Drongo,,"Bill's a drogo, don't listen to him",Childhood,
A0732,R_PH734zycMbZ7b4l,Stupid,Dickhead,,He is a complete dickhead.,I use it when appropriate and its been around forever.,
A0733,R_3qX839269RxD2nJ,Stupid,Dickhead,,"He's a dickhead, or just Dickhead! Eg when a driver does something stupid","By my husband, teenage children especially 18yo son","Implies that they are stupid and inconsiderate and doing it on purpose, not the same as foolish"
A0734,R_2rCMczvoLAq6tW7,Stupid,Dolt,,He's a proper dolt,Not recently,
A0735,R_3iF2p3ZPcPhYJS6,Stupid,Drongo,,The drongo did it again (mistake),In the building trade,Rather impolite
A0736,R_dapz5QymP7xYbtL,Stupid,Noong,,Look at that noong riding no hands - he'll go arse up if he's not careful. Bloody ratbag.,common parlance from 50's,
A0737,R_2S8MyqLGqaZUrSt,Stupid,"Nong, Drongo",,,,
A0738,R_1GDgqB3hIDc0t4x,Stupid,Drongo,,He's a drongo,Out with friends,No
A0739,R_2djfakpvu1vWN9A,Stupid,drongo,,,not for a long time,
A0741,R_24xdnySV17bINax,Stupid,nong,,He's a real nong,About someone stupid in general conversation,
A0742,R_Tt4Vbi9HyHuKP2p,Stupid,Drongo. Few sandwiches short of a picnic. Kangaroos loose in the top paddock,,Don't be such a drongo! She's a few sandwiches short of a picnic. He's got a few kangaroos loose in the top paddock,Drongo up until about 10 15 years ago. the others from work colleagues - older work colleagues now that I think about it.,I love the sandwiches and kangaroos! I'm smiling as I type!
A0745,R_1q8qmUNUoGuNNBH,Stupid,drongo,,That drongo went looking for a sky hook.,work,no
A0746,R_1CBbWrxbxa1lDCA,Stupid,Drongo,,,,
A0747,R_22mLsiGZ3TtxXVQ,Stupid,Drongo,,He's a real drongo,"Growing up it was commonly used, though when my children were young (in the 70s & 80s) they used the word Nigel",
A0748,R_2PcXXvqFgldhUpO,Stupid,A few sheep short in the top paddock,,She was a few sheep short in the top paddock,,
A0749,R_3iRyoPYMlKYBjm3,Stupid,Drongo,,Don't be a Drongo,,
A0750,R_2aY6hY3Zt2OUI1e,Stupid,Dumb as a box of hammers,,,,
A0751,R_26nUS1qJYLvWGrb,Stupid,Drop kick,,That guy is such a drop kick,By friends on a day to day basis,
A0752,R_1NDftE77OUnXfrY,Stupid,Drongo,,,Can't remember,
A0753,R_12avnkgDSA44Hqz,Stupid,galah,,Fred's a real galah about computers,TV show,
A0754,R_3COkSBOOUnXgL1D,Stupid,Couple of snags short on the barby,,He is a couple of snags short on the barby.,Around,
A0755,R_3HulWWpJMfQMMN7,Stupid,Not the sharpest tool in the shed/ few bricks short of a load,,He/she is.....,General use,Greatly descriptive
A0757,R_1IGDRSMfr9EQm1B,Stupid,"Drongo, dipshit, canorkel, fuckknuckle,",,What an absolute drongo,"Growing up, today, tv",
A0758,R_6naBpU6FM4rOWTn,Stupid,Fuckwit,,He's a fuckwit,Everywhere,
A0759,R_9uJEeHETLjwi4gN,Stupid,Drongo,,He's a bloody drongo.,Haven't heard it in about 20 years,
A0760,R_dduOqgTtmMASU01,Stupid,Drongo,,He is a drongo,Everywhere,
A0761,R_wZ8FmsQ4xYdaagF,Stupid,dill,,I can't wear this I'll look like a dill.,I use it - it's a kind way of saying someone is silly or stupid.,no
A0762,R_1Nevu7bh9wEG0rV,Stupid,Batshit,,He is batshit crazy,Political discussion,Arsehole seems to be preferred these days
A0763,R_0CkcVkAjVT9yFPj,Stupid,drongo or half a 6 pack short of a slab,,he's a bloody drongo,in general conversation especially between older males,another one is picnic short of a sandwich
A0764,R_1inyTPKaZJregt0,Stupid,Drongo,,Anti-vaxxers are real drongos,Everywhere!,
A0765,R_2ZV0ao1RoDqbpDC,Stupid,raw prawn,,"Don't come the raw prawn with me, ya drongo",General,
A0766,R_Ry72ybpuTz99iz7,Stupid,Dill,,You dill,In the back yard,No
A0767,R_1n0VycOmIBmREuP,Stupid,drongo,,she's a drongo,,
A0768,R_2hKQIojyer2TdrH,Stupid,dumb as dogsh#t,,that fella over there is as dumb as dogsh#t,everyday,sorry about the sh#t word
A0769,R_3gZTzWOtpFEZsiP,Stupid,Drongo,,,,
A0770,R_BxhkGtRAO9NOwJH,Stupid,drongo,,He's a real drongo,often all over australia,
A0771,R_2cArV6MauxkVHXD,Stupid,drongo,,"He is so stupid, he's a real drongo.",Something that I have always known.,In fairly wide use I would say but probably mostly by older people.
A0773,R_3g2cVLGNyP0OmjR,Stupid,galah,,That galah told me to move the cattle in the middle of the day,Past 50 years,
A0774,R_2WVlovrAi9blHfd,Stupid,galah,,that blokes a galah,by parents,
A0775,R_6Lst0fEANDjyvyV,Stupid,Drongo,,You are a Drongo!,,
A0776,R_1LwlJZTlP4tuRBn,Stupid,Tool,,He's such a tool he wouldn't know his arse from his elbow,Commonly and recently in conversation (usually in relation to a politician or public figure) or some acquaintance who's recently offended.,
A0778,R_3lLedhgtPw20RXA,Stupid,"drongo, moron, bogan, vaxhead",,,I made the last one up myself a few days ago. Shorthand for anti-vaxxer dickhead,Feel free to use it
A0779,R_2qyFX5WLUky5r24,Stupid,Fuckwit,,That bloke is a real fuckwit,Everywhere,
A0780,R_s6zoPHF5fjFIzsd,Stupid,"duffus, could also be nidiot, drongo, lets go with drongo",,fair dinkum the Prime Minister is a drongo,"various places, in popular usage","perhaps from spangled drongo - a bird species, they flap around a lot without doing much."
A0781,R_NX8uFtBFyVPCx0d,Stupid,Drongo,,That stupid drongo stuffed it up,Everywhere. All my life,Usually carries a tautological adjective
A0782,R_9yFZBjOfjjxu2L7,Stupid,Goose,,"Don't listen to him, he's a goose",Partner uses it,
A0784,R_sNHqnCKOOZRZeJb,Stupid,drongo,,he's a drongo,my childhood,now rarely heard
A0787,R_3jTnJs2D2a8QZwt,Stupid,dill,,Your friend fred is a dill.,Family Friends TV Radio,Often extended to dillberry
A0788,R_2P1Z8bOuQRidQCY,Stupid,Bit of a dill,,Someone does something stupid or silly - you would they they are or have been a bit of a dill,,
A0789,R_3HM4STjAaOtQypF,Stupid,dickhead,,God you're a dickhead,all the time.,might also mean silly
A0790,R_1IlPJlz0EF0i0Hy,Stupid,drongo,,He is such a drongo he wouldn't know about that.,In my youth.,another one but it is uses a swear word. Dip shit.
A0791,R_2waxV9JmmleYNOZ,Stupid,Dropkick,,"Look at those idiots running a light, absolute dropkicks","Mostly used for people who break the law, are rebellious, abuse alcohol/drugs",
A0792,R_2wdFtWq4yuwXhLB,Stupid,Drongo,,I've worked with a few drongos,Lots of places,"Its a great word, it's obvious what it means"
A0793,R_SDXSepcSawNBasp,Stupid,nong,,That boy is a nong,,
A0794,R_3epZCQ5OfzsRXfF,Stupid,Drongo,,He's a bit of a drongo,General conversation but less so in recent years,My Mum in NZ often used the expression
A0795,R_3dDJbbK9fp2VBkW,Stupid,few tins short of a six pack,,He's definitely a few tins short of a six pack,general use.,Variation on a common theme: sandwiches short of a picnic for example.
A0796,R_3lWiTPFhRSp2YWL,Stupid,Dickhead,,He/she is an absolute dickhead with what they have done,This year in discussing philosophy (can you believe that) with friends,Very expressive
A0797,R_1N2HYiiBOcovvFV,Stupid,fuckwit,,Scomo is a fuckwit,"every other day lately (current date - 12th august, 2021, currently during coronavirus pandemic)",typically used with vitriol towards someone who is not at all liked by the person using it
A0798,R_1gUv1jWi7BSAOVf,Stupid,Drongo or dropkick or dickhead,,,,
A0799,R_1ifI2kZVaKIbvPA,Stupid,Dumnuts,,George is really a dumnuts you know,Tv,
A0800,R_2WT0DayYaNdc9ID,Stupid,Dill,,,,
A0801,R_1j6W8Pdk3wOvQXc,Stupid,as thick as a brick,,My son'll have to leave school early. He's as thick as a brick,"Probably in my childhood, said by adults",
A0803,R_1d9OxNI4bLIOkFP,Stupid,scomo,,He's a real scomo,Become much more widely used in the past few years,
A0806,R_2YtX5yNtP90T4x3,Stupid,thick as two bricks,,"Don't mind Stevo there, he's as thick as two bricks.","My grandparents and parents would often use this phrase. Or the related, thick as two planks.",
A0807,R_Z3o0b7ujUMQfEzf,Stupid,Dickhead,,He's such a fucking dickhead.,All the bloody time,The Prime MINISTER IS A DICKHEAD
A0808,R_WujgrwVVrJXUdzP,Stupid,Drongo,,You made that mistake again you drongo.,Again not for a while but still used by older folk in normal coversation,
A0809,R_3dJMcASjog9BGXQ,Stupid,dickhead,,"He's such a dickhead, he forgot to buy milk.",Friends /family in current use,a stronger version is fuckwit
A0810,R_1YenCf3Ihmwo1I5,Stupid,Silly as a packet of crackers.,,"Oh yeah, well he's as silly as a packet of crackers!",My Dad used it,
A0811,R_w4ZEgS6l5Qo1JBf,Stupid,Nong,,"You silly nong, why'd you do that?",,
A0812,R_3Odj48igBanGObF,Stupid,Dickhead,,He's a dickhead,Often at the football,"I'd prefer the old-fashioned ""drongo"" but you don't hear that much anymore"
A0814,R_3PBfNkYVyyRbke5,Stupid,Drongo,,That bloody drongo wouldn't know enough to get in out of the rain,More commonly when I was younger,
A0815,R_pcIQaV2EmSytp4t,Stupid,a few roos loose in the top paddock,,so and so has a few roos loose in the top paddock,"in conversation, probably in the 1990s",
A0816,R_3KIx1WGXXdkqgBi,Stupid,Galah,,Don't be a galah!,"On TV, by family and friends",A flamin' galah is even better
A0817,R_1NgZwNVI1YGV4ju,Stupid,drongo,,Why do we always get a f****** drongo for a Prime Minister?,"Well, probably not so much in recent years, unless I use it myself",No
A0818,R_2AXxyzL5SV8y9Xe,Stupid,nong,,That's not right you bloody great nong!,Childhood to now,
A0821,R_27Pd3NKVYHHwAaN,Stupid,donkeys arse,,don't be a donkeys arse,"schoolyard, pub, street",
A0822,R_31ucpxmULpLvwvh,Stupid,whacker,,,,
A0823,R_rd44wRI3LTrIOZP,Stupid,Drongo,,Don't be a drongo.,When someone has done something stupid.,"This is probably one of the least offensive words for someone who is stupid. However, I prefer ""Not the sharpest tool in the shed""."
A0824,R_29t8kZN1gA6t1gd,Stupid,Drongo,,That guy is such a drongo.,Probably more so in the 80s and 90s.,It doesn't seem to be used so much any more.
A0825,R_w7ZZX7qW2w3ilcl,Stupid,Mug,,She told him she was sterile so he didn't use a condom. Now he's paying 18 years of child support. What a mug.,My dad,
A0826,R_xrQrVfw13xwJSIV,Stupid,moron,,he's a moron (derogatory),scathing attacks on people we don't like or things they are doing that are considered to be very unsuitable,
A0827,R_3R3LV6ZeC1eAw1f,Stupid,Dickhead,,Gawd he's a dickhead,All over,No
A0828,R_24xddHstSwnkn0s,Stupid,bogan,,He is such a bogan,everywhere,
A0829,R_BE87RaQCseIgPlf,Stupid,Drongo,,Chris is a drongo,"At work, at least once a week",
A0830,R_2SJKGmNQavCMkrv,Stupid,"Sanger short of a barby, beer short of slab etc etc Ninny, Nincompoop, roos in top paddock etc",,above self explanatory,"all the time, home school, work, pubs,",
A0831,R_3PnSalbyi460REp,Stupid,Drongo,,MORRISON is such a DRONGO,Yesterday at home,Yes. It applies to most polies.
A0832,R_6DaObGkRzUHzd9T,Stupid,dickhead,,He is a total dickhead,,
A0833,R_d0Wq5Q67a3s5cFr,Stupid,dubbo,,don<t be such a dubbo.,seems always friends of my age.,no.
A0834,R_1nUQQcG139ntTgt,Stupid,ning nong,,They are a real ning nong - wouldn't know their left from their right,Parents,It's kind of a gentle put down - not too aggressive
A0835,R_3imKWGHw3GkduGG,Stupid,Drongo,,The Prime Minister comes across as a bit of a drongo.,Tv and other family members use it.,
A0836,R_bOXc8F09q3s30lj,Stupid,Dill,,,,
A0837,R_3Rs8KvsxQLQ8ZPw,Stupid,drongo,,Bill's a drongo,,
A0838,R_2qBIFpBWreMCBQ9,Stupid,Bozo,,He's a bozo,With friends,
A0840,R_3iIFzhItc5HRczN,Stupid,Thick as a brick,,The new bloke is thick as a brick,Many times when younger,Sometimes also thick as two planks
A0841,R_AjPcHPQKipkTqxz,Stupid,nong,,Don't ask him - he's a real nong.,Fairly common in everyday speech,"I have heard its origin is with the ""Afghan"" cameleers of the 19th century"
A0842,R_aXJFknzlGu1ndHX,Stupid,Dropkick,,He's a bit of a dropkick,Hard to be specific on when or where but I think it's usually in describing someone who is a bit stupid and possibly lazy.,"Another expression is "" not the full quid"" but I think the contexts might be slightly different. I think that ""not the full quid"" refers to not very bright but""dropkick"" infers a level of dislike as well as regarding person as a bit stupid."
A0844,R_2f3RIj4dmazu3Bk,Stupid,Drongo,,You drongo,"On tv, in conversation about other people",
A0845,R_DA9iZuwFtCI5Wkp,Stupid,Drongo,,"You fool, don't be a drongo.",Learnt it 20 years ago when back-packing - don't think I have heard it since!,
A0846,R_1hSC2jXTZ2TiY0g,Stupid,dingbat,,He's a real dingbat.,In conversation.,
A0847,R_2DMJumKJkzqumsu,Stupid,idiot,,,,
A0849,R_1Hk8uY9OsxmjEpj,Stupid,drongo,,,as above,
A0850,R_1riTyE0x2w45BOZ,Stupid,knobhead,,he's a...,many times in my social group,
A0851,R_2TMe2mGyn4EgfZe,Stupid,Not the full quid,,I don't think he's the full quid,,Possibly UK origin
A0852,R_1pKCL6JRA455jng,Stupid,2 bricks short of a dunny,,Describing stupid person to another or I guess expressing it to the person themselves.,Olden days,
A0853,R_T1HVdnW84Rzndux,Stupid,Dill,,The Dill missed from 10 metres out right in front!,My Scout Leader used to use it 45 years ago.,"Doesn't necessarily mean stupid, but heading in that direction."
A0854,R_27W5hIjukJHi4fm,Stupid,drongo,,My teacher is a real drongo,Schooldays in the 1940-50 era,no
A0855,R_wS6gNRs1KSHA4vf,Stupid,drongo,,He's a real drongo,"mostly in the past and on Aussie TV, thinking the Sullivans",
A0856,R_2faMiGi0SmKEU0N,Stupid,Kangaroo loose in the top paddock or A sandwich short of a picnic or Not the full Quid,,That poor bastard has a kangaroo loose in the top paddock. I think he might be a sandwich short of a picnic. I don't think they're the full quid mate.,Very common sayings when I was growing up and during my military career,A nicer way of saying that perhaps someone was suffering some for of mental disability.
A0857,R_3Jd7swDUA0pGPL3,Stupid,drongo,,Joe Bloe is an absolutely drongo,"friends, family, TV shows, films",
A0858,R_1jPsFTn3dibd0kj,Stupid,sandwich short of a picnic,,well look at that idiot he or she is a sandwich short of a picnic,,
A0859,R_3Rb800lV4NyRyp3,Stupid,Pink Pill,,She is acting like a pink pill.,It is used in reference to someone who is an idiot.,It rhythms will 'Dill'
A0860,R_d3Z7zkR7A7bSKWd,Stupid,Idjit,,That person's an idjit,When seeing friends at catchups,No
A0861,R_1pxMNLCD2knEA7A,Stupid,Thick / dense,,"They're pretty thick, ay!",When referring to someone who has not acted very intelligently,intermixed with 'dense' - not very smart in their behaviour - hard to penetrate with wisdom
A0862,R_RfU1tgL2zpSAV6V,Stupid,Drongo,,You flamin' drongo,"Work men banter between each other on the work site, especially when someone has ordered the wrong part, or made mistake",
A0863,R_3LdqW8zJZGJVB8z,Stupid,Drongo,,You're such a drongo!,Can't remember,
A0864,R_32X5rFxGhOCZlUS,Stupid,Drongo,,That guy is a drongo,"On TV, in books, a friends mother used to say it all the time",No
A0865,R_3iLtEC7D5aWFddm,Stupid,dickhead,,he's a real dickhead.,still widely used.,used when someone does something stupid or outlandish ideas
A0866,R_vuGGTzyjYTaDqVP,Stupid,Drongo,,You'd be a drongo fo locking your keys in the car.,Now and again,No
A0867,R_33C3bn0c9Yz9QKf,Stupid,Nong,,You're a nong,,
A0868,R_Ab3mx09glx7vwOZ,Stupid,A galah,,What a galah that guy was.,When someone was caught doing something stupid.,
A0869,R_1IQT9P8vIeHnfxZ,Stupid,Window licker,,That blokes a window licker.,When: Recently. Where: My friends,Not very PC.
A0870,R_bOdJQLmn8AAlG93,Stupid,"Fuckwit, Dipshit, Kangaroos in the top paddock. Not the full quid.",,Too many to choose,In everyday conversations,
A0871,R_2EyjgjP5RK0N89m,Stupid,Dumb as a post,,,Had a friend say that their eldest child was as dumb as a post.,
A0872,R_1eyJaFaw8RVAZ0V,Stupid,Dill,,Ted is a bit of a dill,when describing someone who does silly things,no
A0873,R_r1tDyq344jeZ5br,Stupid,Thick as a brick,,,,
A0874,R_1llPekpGYAfJ9o1,Stupid,Sandwich short of a picnic,,He's not the full loaf he's a sandwich shot of a picnic,Watching sport in particular aerial ping pong AFL,
A0875,R_1pQAPLVy0sls9EF,Stupid,drongo,,That guy's a real drongo.,"Not so much now, but as a child I would have heard adults use it to describe a fool",
